bfs_nr,municipality,energyreporter_date,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita
1,Aeugst am Albis,2021-03-31,,
1,Aeugst am Albis,2021-04-30,,
1,Aeugst am Albis,2021-05-31,,
1,Aeugst am Albis,2021-06-30,,
1,Aeugst am Albis,2021-07-31,,
1,Aeugst am Albis,2021-08-31,,
1,Aeugst am Albis,2021-09-30,,
1,Aeugst am Albis,2021-10-31,,
1,Aeugst am Albis,2021-11-30,,
1,Aeugst am Albis,2021-12-31,,
1,Aeugst am Albis,2022-01-31,,
1,Aeugst am Albis,2022-02-28,,
1,Aeugst am Albis,2022-03-31,,
1,Aeugst am Albis,2022-04-30,,
1,Aeugst am Albis,2022-05-31,,
1,Aeugst am Albis,2022-06-30,,
1,Aeugst am Albis,2022-07-31,,
1,Aeugst am Albis,2022-08-31,,
1,Aeugst am Albis,2022-09-30,,
1,Aeugst am Albis,2022-10-31,,
1,Aeugst am Albis,2022-11-30,,
1,Aeugst am Albis,2022-12-31,,
1,Aeugst am Albis,2023-01-31,,
1,Aeugst am Albis,2023-02-28,,
1,Aeugst am Albis,2023-03-31,,
1,Aeugst am Albis,2023-04-30,,
1,Aeugst am Albis,2023-05-31,4.6724,3.2323
1,Aeugst am Albis,2023-06-30,4.6635,3.2223
1,Aeugst am Albis,2023-07-31,4.6436,3.2004
1,Aeugst am Albis,2023-08-31,4.568,3.0354
1,Aeugst am Albis,2023-09-30,4.5909,3.0324
1,Aeugst am Albis,2023-10-31,4.5839,3.0185
1,Aeugst am Albis,2023-11-30,4.5804,3.011
1,Aeugst am Albis,2023-12-31,4.5765,3.0031
1,Aeugst am Albis,2024-01-31,4.568,2.9931
1,Aeugst am Albis,2024-02-29,4.5849,2.9986
1,Aeugst am Albis,2024-03-31,4.5849,2.9986
1,Aeugst am Albis,2024-04-30,4.5465,3.0277
1,Aeugst am Albis,2024-05-31,4.5134,3.0096
1,Aeugst am Albis,2024-06-30,4.5004,3.0081
1,Aeugst am Albis,2024-07-31,4.5004,3.0081
1,Aeugst am Albis,2024-08-31,4.2569,2.9224
1,Aeugst am Albis,2024-09-30,4.4829,2.9189
1,Aeugst am Albis,2024-10-31,4.4623,2.9119
1,Aeugst am Albis,2024-11-30,4.4648,2.9179
1,Aeugst am Albis,2024-12-31,4.4779,2.9335
1,Aeugst am Albis,2025-01-31,4.4824,2.9124
1,Aeugst am Albis,2025-02-28,3.9687,2.5812
1,Aeugst am Albis,2025-03-31,4.0022,2.5892
1,Aeugst am Albis,2025-04-30,4.0297,2.5949
1,Aeugst am Albis,2025-05-31,4.0447,2.6059
1,Aeugst am Albis,2025-06-30,4.0397,2.583
1,Aeugst am Albis,2025-07-31,4.1483,2.563
1,Aeugst am Albis,2025-08-31,4.097,2.5302
1,Aeugst am Albis,2025-09-30,4.0965,2.5292
1,Aeugst am Albis,2025-10-31,4.1588,2.6019
2,Affoltern am Albis,2021-03-31,,
2,Affoltern am Albis,2021-04-30,,
2,Affoltern am Albis,2021-05-31,,
2,Affoltern am Albis,2021-06-30,,
2,Affoltern am Albis,2021-07-31,,
2,Affoltern am Albis,2021-08-31,,
2,Affoltern am Albis,2021-09-30,,
2,Affoltern am Albis,2021-10-31,,
2,Affoltern am Albis,2021-11-30,,
2,Affoltern am Albis,2021-12-31,,
2,Affoltern am Albis,2022-01-31,,
2,Affoltern am Albis,2022-02-28,,
2,Affoltern am Albis,2022-03-31,,
2,Affoltern am Albis,2022-04-30,,
2,Affoltern am Albis,2022-05-31,,
2,Affoltern am Albis,2022-06-30,,
2,Affoltern am Albis,2022-07-31,,
2,Affoltern am Albis,2022-08-31,,
2,Affoltern am Albis,2022-09-30,,
2,Affoltern am Albis,2022-10-31,,
2,Affoltern am Albis,2022-11-30,,
2,Affoltern am Albis,2022-12-31,,
2,Affoltern am Albis,2023-01-31,,
2,Affoltern am Albis,2023-02-28,,
2,Affoltern am Albis,2023-03-31,,
2,Affoltern am Albis,2023-04-30,,
2,Affoltern am Albis,2023-05-31,4.3818,1.8071
2,Affoltern am Albis,2023-06-30,4.3678,1.8049
2,Affoltern am Albis,2023-07-31,4.3498,1.7985
2,Affoltern am Albis,2023-08-31,4.3327,1.7202
2,Affoltern am Albis,2023-09-30,4.281,1.7227
2,Affoltern am Albis,2023-10-31,4.2841,1.7271
2,Affoltern am Albis,2023-11-30,4.2688,1.724
2,Affoltern am Albis,2023-12-31,4.2535,1.7209
2,Affoltern am Albis,2024-01-31,4.2413,1.718
2,Affoltern am Albis,2024-02-29,4.2386,1.7173
2,Affoltern am Albis,2024-03-31,4.2386,1.7173
2,Affoltern am Albis,2024-04-30,4.1822,1.685
2,Affoltern am Albis,2024-05-31,4.1783,1.6793
2,Affoltern am Albis,2024-06-30,4.1843,1.6788
2,Affoltern am Albis,2024-07-31,4.1843,1.6788
2,Affoltern am Albis,2024-08-31,4.1222,1.6436
2,Affoltern am Albis,2024-09-30,4.1791,1.6456
2,Affoltern am Albis,2024-10-31,4.184,1.6492
2,Affoltern am Albis,2024-11-30,4.2011,1.6514
2,Affoltern am Albis,2024-12-31,4.249,1.6807
2,Affoltern am Albis,2025-01-31,4.241,1.6662
2,Affoltern am Albis,2025-02-28,3.7654,1.4751
2,Affoltern am Albis,2025-03-31,3.7581,1.4669
2,Affoltern am Albis,2025-04-30,3.6722,1.4417
2,Affoltern am Albis,2025-05-31,3.6794,1.4535
2,Affoltern am Albis,2025-06-30,3.6528,1.4378
2,Affoltern am Albis,2025-07-31,3.6322,1.4215
2,Affoltern am Albis,2025-08-31,3.6542,1.4028
2,Affoltern am Albis,2025-09-30,3.6309,1.4034
2,Affoltern am Albis,2025-10-31,3.699,1.4343
3,Bonstetten,2021-03-31,,
3,Bonstetten,2021-04-30,,
3,Bonstetten,2021-05-31,,
3,Bonstetten,2021-06-30,,
3,Bonstetten,2021-07-31,,
3,Bonstetten,2021-08-31,,
3,Bonstetten,2021-09-30,,
3,Bonstetten,2021-10-31,,
3,Bonstetten,2021-11-30,,
3,Bonstetten,2021-12-31,,
3,Bonstetten,2022-01-31,,
3,Bonstetten,2022-02-28,,
3,Bonstetten,2022-03-31,,
3,Bonstetten,2022-04-30,,
3,Bonstetten,2022-05-31,,
3,Bonstetten,2022-06-30,,
3,Bonstetten,2022-07-31,,
3,Bonstetten,2022-08-31,,
3,Bonstetten,2022-09-30,,
3,Bonstetten,2022-10-31,,
3,Bonstetten,2022-11-30,,
3,Bonstetten,2022-12-31,,
3,Bonstetten,2023-01-31,,
3,Bonstetten,2023-02-28,,
3,Bonstetten,2023-03-31,,
3,Bonstetten,2023-04-30,,
3,Bonstetten,2023-05-31,2.9069,1.8559
3,Bonstetten,2023-06-30,2.8949,1.8491
3,Bonstetten,2023-07-31,2.8797,1.8389
3,Bonstetten,2023-08-31,2.8208,1.7398
3,Bonstetten,2023-09-30,2.8022,1.7465
3,Bonstetten,2023-10-31,2.795,1.7405
3,Bonstetten,2023-11-30,2.7879,1.7365
3,Bonstetten,2023-12-31,2.7809,1.7323
3,Bonstetten,2024-01-31,2.7716,1.7277
3,Bonstetten,2024-02-29,2.7769,1.731
3,Bonstetten,2024-03-31,2.7769,1.731
3,Bonstetten,2024-04-30,2.7905,1.7414
3,Bonstetten,2024-05-31,2.7776,1.7338
3,Bonstetten,2024-06-30,2.7757,1.7342
3,Bonstetten,2024-07-31,2.7757,1.7342
3,Bonstetten,2024-08-31,2.7612,1.7342
3,Bonstetten,2024-09-30,2.8027,1.7333
3,Bonstetten,2024-10-31,2.8006,1.7356
3,Bonstetten,2024-11-30,2.8161,1.7496
3,Bonstetten,2024-12-31,2.8428,1.7734
3,Bonstetten,2025-01-31,2.8177,1.763
3,Bonstetten,2025-02-28,2.4919,1.5574
3,Bonstetten,2025-03-31,2.4816,1.5503
3,Bonstetten,2025-04-30,2.4697,1.5435
3,Bonstetten,2025-05-31,2.4408,1.5498
3,Bonstetten,2025-06-30,2.4214,1.5364
3,Bonstetten,2025-07-31,2.4292,1.5224
3,Bonstetten,2025-08-31,2.4013,1.5017
3,Bonstetten,2025-09-30,2.4046,1.5043
3,Bonstetten,2025-10-31,2.4327,1.5315
4,Hausen am Albis,2021-03-31,,
4,Hausen am Albis,2021-04-30,,
4,Hausen am Albis,2021-05-31,,
4,Hausen am Albis,2021-06-30,,
4,Hausen am Albis,2021-07-31,,
4,Hausen am Albis,2021-08-31,,
4,Hausen am Albis,2021-09-30,,
4,Hausen am Albis,2021-10-31,,
4,Hausen am Albis,2021-11-30,,
4,Hausen am Albis,2021-12-31,,
4,Hausen am Albis,2022-01-31,,
4,Hausen am Albis,2022-02-28,,
4,Hausen am Albis,2022-03-31,,
4,Hausen am Albis,2022-04-30,,
4,Hausen am Albis,2022-05-31,,
4,Hausen am Albis,2022-06-30,,
4,Hausen am Albis,2022-07-31,,
4,Hausen am Albis,2022-08-31,,
4,Hausen am Albis,2022-09-30,,
4,Hausen am Albis,2022-10-31,,
4,Hausen am Albis,2022-11-30,,
4,Hausen am Albis,2022-12-31,,
4,Hausen am Albis,2023-01-31,,
4,Hausen am Albis,2023-02-28,,
4,Hausen am Albis,2023-03-31,,
4,Hausen am Albis,2023-04-30,,
4,Hausen am Albis,2023-05-31,4.0958,2.3855
4,Hausen am Albis,2023-06-30,4.077,2.3763
4,Hausen am Albis,2023-07-31,4.0527,2.3619
4,Hausen am Albis,2023-08-31,3.997,2.2446
4,Hausen am Albis,2023-09-30,3.9088,2.2248
4,Hausen am Albis,2023-10-31,3.8971,2.2172
4,Hausen am Albis,2023-11-30,3.8837,2.2098
4,Hausen am Albis,2023-12-31,3.8702,2.2025
4,Hausen am Albis,2024-01-31,3.8654,2.2068
4,Hausen am Albis,2024-02-29,3.8728,2.2131
4,Hausen am Albis,2024-03-31,3.8728,2.2131
4,Hausen am Albis,2024-04-30,3.8634,2.2245
4,Hausen am Albis,2024-05-31,3.84,2.2137
4,Hausen am Albis,2024-06-30,3.8349,2.2172
4,Hausen am Albis,2024-07-31,3.8349,2.2172
4,Hausen am Albis,2024-08-31,3.8077,2.2835
4,Hausen am Albis,2024-09-30,3.9108,2.282
4,Hausen am Albis,2024-10-31,3.9176,2.3004
4,Hausen am Albis,2024-11-30,3.9289,2.3143
4,Hausen am Albis,2024-12-31,3.9403,2.3264
4,Hausen am Albis,2025-01-31,4.1351,2.3117
4,Hausen am Albis,2025-02-28,3.6668,2.0539
4,Hausen am Albis,2025-03-31,3.6177,2.0297
4,Hausen am Albis,2025-04-30,3.5596,2.0024
4,Hausen am Albis,2025-05-31,3.5537,2.0039
4,Hausen am Albis,2025-06-30,3.5204,1.9897
4,Hausen am Albis,2025-07-31,3.5136,1.973
4,Hausen am Albis,2025-08-31,3.4712,1.9459
4,Hausen am Albis,2025-09-30,3.4759,1.9495
4,Hausen am Albis,2025-10-31,3.3821,1.9858
5,Hedingen,2021-03-31,,
5,Hedingen,2021-04-30,,
5,Hedingen,2021-05-31,,
5,Hedingen,2021-06-30,,
5,Hedingen,2021-07-31,,
5,Hedingen,2021-08-31,,
5,Hedingen,2021-09-30,,
5,Hedingen,2021-10-31,,
5,Hedingen,2021-11-30,,
5,Hedingen,2021-12-31,,
5,Hedingen,2022-01-31,,
5,Hedingen,2022-02-28,,
5,Hedingen,2022-03-31,,
5,Hedingen,2022-04-30,,
5,Hedingen,2022-05-31,,
5,Hedingen,2022-06-30,,
5,Hedingen,2022-07-31,,
5,Hedingen,2022-08-31,,
5,Hedingen,2022-09-30,,
5,Hedingen,2022-10-31,,
5,Hedingen,2022-11-30,,
5,Hedingen,2022-12-31,,
5,Hedingen,2023-01-31,,
5,Hedingen,2023-02-28,,
5,Hedingen,2023-03-31,,
5,Hedingen,2023-04-30,,
5,Hedingen,2023-05-31,5.7225,2.368
5,Hedingen,2023-06-30,5.7117,2.3631
5,Hedingen,2023-07-31,5.7047,2.3612
5,Hedingen,2023-08-31,5.6097,2.2611
5,Hedingen,2023-09-30,5.643,2.2605
5,Hedingen,2023-10-31,5.6539,2.2658
5,Hedingen,2023-11-30,5.6539,2.2655
5,Hedingen,2023-12-31,5.6539,2.265
5,Hedingen,2024-01-31,5.627,2.244
5,Hedingen,2024-02-29,5.6453,2.2467
5,Hedingen,2024-03-31,5.6453,2.2467
5,Hedingen,2024-04-30,5.4957,2.1779
5,Hedingen,2024-05-31,5.4805,2.1687
5,Hedingen,2024-06-30,5.483,2.168
5,Hedingen,2024-07-31,5.483,2.168
5,Hedingen,2024-08-31,5.3861,2.1193
5,Hedingen,2024-09-30,5.3231,2.117
5,Hedingen,2024-10-31,5.3155,2.1157
5,Hedingen,2024-11-30,5.3379,2.1279
5,Hedingen,2024-12-31,5.3637,2.139
5,Hedingen,2025-01-31,5.3115,2.1251
5,Hedingen,2025-02-28,4.7137,1.8847
5,Hedingen,2025-03-31,4.675,1.87
5,Hedingen,2025-04-30,4.6018,1.8436
5,Hedingen,2025-05-31,4.6003,1.8473
5,Hedingen,2025-06-30,4.5826,1.8478
5,Hedingen,2025-07-31,4.5498,1.832
5,Hedingen,2025-08-31,4.5064,1.8064
5,Hedingen,2025-09-30,4.511,1.8096
5,Hedingen,2025-10-31,4.4418,1.8094
6,Kappel am Albis,2021-03-31,,
6,Kappel am Albis,2021-04-30,,
6,Kappel am Albis,2021-05-31,,
6,Kappel am Albis,2021-06-30,,
6,Kappel am Albis,2021-07-31,,
6,Kappel am Albis,2021-08-31,,
6,Kappel am Albis,2021-09-30,,
6,Kappel am Albis,2021-10-31,,
6,Kappel am Albis,2021-11-30,,
6,Kappel am Albis,2021-12-31,,
6,Kappel am Albis,2022-01-31,,
6,Kappel am Albis,2022-02-28,,
6,Kappel am Albis,2022-03-31,,
6,Kappel am Albis,2022-04-30,,
6,Kappel am Albis,2022-05-31,,
6,Kappel am Albis,2022-06-30,,
6,Kappel am Albis,2022-07-31,,
6,Kappel am Albis,2022-08-31,,
6,Kappel am Albis,2022-09-30,,
6,Kappel am Albis,2022-10-31,,
6,Kappel am Albis,2022-11-30,,
6,Kappel am Albis,2022-12-31,,
6,Kappel am Albis,2023-01-31,,
6,Kappel am Albis,2023-02-28,,
6,Kappel am Albis,2023-03-31,,
6,Kappel am Albis,2023-04-30,,
6,Kappel am Albis,2023-05-31,3.8074,2.3809
6,Kappel am Albis,2023-06-30,3.7943,2.3729
6,Kappel am Albis,2023-07-31,3.7695,2.3525
6,Kappel am Albis,2023-08-31,3.7229,2.2315
6,Kappel am Albis,2023-09-30,3.7986,2.2264
6,Kappel am Albis,2023-10-31,3.7892,2.2184
6,Kappel am Albis,2023-11-30,3.7804,2.2119
6,Kappel am Albis,2023-12-31,3.7709,2.2053
6,Kappel am Albis,2024-01-31,3.7666,2.2075
6,Kappel am Albis,2024-02-29,3.7797,2.2162
6,Kappel am Albis,2024-03-31,3.7797,2.2162
6,Kappel am Albis,2024-04-30,3.7384,2.1903
6,Kappel am Albis,2024-05-31,3.7313,2.1796
6,Kappel am Albis,2024-06-30,3.7306,2.1711
6,Kappel am Albis,2024-07-31,3.7306,2.1711
6,Kappel am Albis,2024-08-31,3.7306,2.2038
6,Kappel am Albis,2024-09-30,3.8218,2.1974
6,Kappel am Albis,2024-10-31,3.8211,2.191
6,Kappel am Albis,2024-11-30,3.8496,2.206
6,Kappel am Albis,2024-12-31,3.9123,2.2523
6,Kappel am Albis,2025-01-31,4.0007,2.248
6,Kappel am Albis,2025-02-28,3.5495,1.985
6,Kappel am Albis,2025-03-31,3.4501,1.9301
6,Kappel am Albis,2025-04-30,3.6295,2.0328
6,Kappel am Albis,2025-05-31,3.6164,2.032
6,Kappel am Albis,2025-06-30,3.5881,2.0124
6,Kappel am Albis,2025-07-31,3.5968,1.9942
6,Kappel am Albis,2025-08-31,3.556,1.9672
6,Kappel am Albis,2025-09-30,3.5575,1.968
6,Kappel am Albis,2025-10-31,3.6114,1.9993
7,Knonau,2021-03-31,,
7,Knonau,2021-04-30,,
7,Knonau,2021-05-31,,
7,Knonau,2021-06-30,,
7,Knonau,2021-07-31,,
7,Knonau,2021-08-31,,
7,Knonau,2021-09-30,,
7,Knonau,2021-10-31,,
7,Knonau,2021-11-30,,
7,Knonau,2021-12-31,,
7,Knonau,2022-01-31,,
7,Knonau,2022-02-28,,
7,Knonau,2022-03-31,,
7,Knonau,2022-04-30,,
7,Knonau,2022-05-31,,
7,Knonau,2022-06-30,,
7,Knonau,2022-07-31,,
7,Knonau,2022-08-31,,
7,Knonau,2022-09-30,,
7,Knonau,2022-10-31,,
7,Knonau,2022-11-30,,
7,Knonau,2022-12-31,,
7,Knonau,2023-01-31,,
7,Knonau,2023-02-28,,
7,Knonau,2023-03-31,,
7,Knonau,2023-04-30,,
7,Knonau,2023-05-31,3.2596,1.8791
7,Knonau,2023-06-30,3.2513,1.8736
7,Knonau,2023-07-31,3.2541,1.8779
7,Knonau,2023-08-31,3.2024,1.7932
7,Knonau,2023-09-30,3.0521,1.8024
7,Knonau,2023-10-31,3.0553,1.802
7,Knonau,2023-11-30,3.0537,1.7988
7,Knonau,2023-12-31,3.0517,1.7956
7,Knonau,2024-01-31,3.0429,1.7893
7,Knonau,2024-02-29,3.0553,1.7948
7,Knonau,2024-03-31,3.0553,1.7948
7,Knonau,2024-04-30,3.14,1.8522
7,Knonau,2024-05-31,3.0998,1.8219
7,Knonau,2024-06-30,3.092,1.8206
7,Knonau,2024-07-31,3.092,1.8206
7,Knonau,2024-08-31,3.0432,1.8067
7,Knonau,2024-09-30,3.085,1.8092
7,Knonau,2024-10-31,3.0649,1.7989
7,Knonau,2024-11-30,3.0637,1.8005
7,Knonau,2024-12-31,3.0661,1.8042
7,Knonau,2025-01-31,3.0325,1.7927
7,Knonau,2025-02-28,2.6887,1.5934
7,Knonau,2025-03-31,2.683,1.5896
7,Knonau,2025-04-30,2.6505,1.5694
7,Knonau,2025-05-31,2.6545,1.5738
7,Knonau,2025-06-30,2.64,1.5634
7,Knonau,2025-07-31,2.6272,1.5453
7,Knonau,2025-08-31,2.6051,1.5289
7,Knonau,2025-09-30,2.6096,1.5325
7,Knonau,2025-10-31,2.6481,1.567
8,Maschwanden,2021-03-31,,
8,Maschwanden,2021-04-30,,
8,Maschwanden,2021-05-31,,
8,Maschwanden,2021-06-30,,
8,Maschwanden,2021-07-31,,
8,Maschwanden,2021-08-31,,
8,Maschwanden,2021-09-30,,
8,Maschwanden,2021-10-31,,
8,Maschwanden,2021-11-30,,
8,Maschwanden,2021-12-31,,
8,Maschwanden,2022-01-31,,
8,Maschwanden,2022-02-28,,
8,Maschwanden,2022-03-31,,
8,Maschwanden,2022-04-30,,
8,Maschwanden,2022-05-31,,
8,Maschwanden,2022-06-30,,
8,Maschwanden,2022-07-31,,
8,Maschwanden,2022-08-31,,
8,Maschwanden,2022-09-30,,
8,Maschwanden,2022-10-31,,
8,Maschwanden,2022-11-30,,
8,Maschwanden,2022-12-31,,
8,Maschwanden,2023-01-31,,
8,Maschwanden,2023-02-28,,
8,Maschwanden,2023-03-31,,
8,Maschwanden,2023-04-30,,
8,Maschwanden,2023-05-31,4.2106,2.9579
8,Maschwanden,2023-06-30,4.2808,2.947
8,Maschwanden,2023-07-31,4.2621,2.9064
8,Maschwanden,2023-08-31,4.209,2.7535
8,Maschwanden,2023-09-30,4.0749,2.7769
8,Maschwanden,2023-10-31,4.2387,2.7629
8,Maschwanden,2023-11-30,4.156,2.7551
8,Maschwanden,2023-12-31,4.0718,2.7473
8,Maschwanden,2024-01-31,4.0998,2.7644
8,Maschwanden,2024-02-29,4.1123,2.7691
8,Maschwanden,2024-03-31,4.1123,2.7691
8,Maschwanden,2024-04-30,4.1536,2.7931
8,Maschwanden,2024-05-31,4.3918,2.779
8,Maschwanden,2024-06-30,4.4185,2.8041
8,Maschwanden,2024-07-31,4.4185,2.8041
8,Maschwanden,2024-08-31,4.1787,2.9075
8,Maschwanden,2024-09-30,4.6552,2.9404
8,Maschwanden,2024-10-31,4.4044,2.9436
8,Maschwanden,2024-11-30,4.7069,2.9702
8,Maschwanden,2024-12-31,4.7179,2.9655
8,Maschwanden,2025-01-31,4.4154,2.9624
8,Maschwanden,2025-02-28,3.9263,2.6301
8,Maschwanden,2025-03-31,3.9181,2.6472
8,Maschwanden,2025-04-30,3.8623,2.6282
8,Maschwanden,2025-05-31,4.3053,2.6982
8,Maschwanden,2025-06-30,4.2726,2.6593
8,Maschwanden,2025-07-31,4.383,2.6391
8,Maschwanden,2025-08-31,4.0706,2.6096
8,Maschwanden,2025-09-30,4.2866,2.5909
8,Maschwanden,2025-10-31,4.055,2.6282
9,Mettmenstetten,2021-03-31,,
9,Mettmenstetten,2021-04-30,,
9,Mettmenstetten,2021-05-31,,
9,Mettmenstetten,2021-06-30,,
9,Mettmenstetten,2021-07-31,,
9,Mettmenstetten,2021-08-31,,
9,Mettmenstetten,2021-09-30,,
9,Mettmenstetten,2021-10-31,,
9,Mettmenstetten,2021-11-30,,
9,Mettmenstetten,2021-12-31,,
9,Mettmenstetten,2022-01-31,,
9,Mettmenstetten,2022-02-28,,
9,Mettmenstetten,2022-03-31,,
9,Mettmenstetten,2022-04-30,,
9,Mettmenstetten,2022-05-31,,
9,Mettmenstetten,2022-06-30,,
9,Mettmenstetten,2022-07-31,,
9,Mettmenstetten,2022-08-31,,
9,Mettmenstetten,2022-09-30,,
9,Mettmenstetten,2022-10-31,,
9,Mettmenstetten,2022-11-30,,
9,Mettmenstetten,2022-12-31,,
9,Mettmenstetten,2023-01-31,,
9,Mettmenstetten,2023-02-28,,
9,Mettmenstetten,2023-03-31,,
9,Mettmenstetten,2023-04-30,,
9,Mettmenstetten,2023-05-31,4.7358,2.2375
9,Mettmenstetten,2023-06-30,4.7146,2.2292
9,Mettmenstetten,2023-07-31,4.6977,2.2251
9,Mettmenstetten,2023-08-31,4.5979,2.1106
9,Mettmenstetten,2023-09-30,4.4988,2.1028
9,Mettmenstetten,2023-10-31,4.5101,2.1176
9,Mettmenstetten,2023-11-30,4.5019,2.1162
9,Mettmenstetten,2023-12-31,4.4936,2.1149
9,Mettmenstetten,2024-01-31,4.4983,2.1301
9,Mettmenstetten,2024-02-29,4.5122,2.1406
9,Mettmenstetten,2024-03-31,4.5122,2.1406
9,Mettmenstetten,2024-04-30,4.5123,2.1434
9,Mettmenstetten,2024-05-31,4.4949,2.1378
9,Mettmenstetten,2024-06-30,4.4544,2.1022
9,Mettmenstetten,2024-07-31,4.4544,2.1022
9,Mettmenstetten,2024-08-31,4.3383,2.0342
9,Mettmenstetten,2024-09-30,4.325,2.032
9,Mettmenstetten,2024-10-31,4.3096,2.0281
9,Mettmenstetten,2024-11-30,4.3179,2.0355
9,Mettmenstetten,2024-12-31,4.3645,2.0784
9,Mettmenstetten,2025-01-31,4.3325,2.0697
9,Mettmenstetten,2025-02-28,3.8406,1.8364
9,Mettmenstetten,2025-03-31,3.7612,1.7999
9,Mettmenstetten,2025-04-30,3.8041,1.8107
9,Mettmenstetten,2025-05-31,3.7597,1.8153
9,Mettmenstetten,2025-06-30,3.738,1.8043
9,Mettmenstetten,2025-07-31,3.6829,1.7887
9,Mettmenstetten,2025-08-31,3.6832,1.7659
9,Mettmenstetten,2025-09-30,3.6859,1.7676
9,Mettmenstetten,2025-10-31,3.3941,1.7829
10,Obfelden,2021-03-31,,
10,Obfelden,2021-04-30,,
10,Obfelden,2021-05-31,,
10,Obfelden,2021-06-30,,
10,Obfelden,2021-07-31,,
10,Obfelden,2021-08-31,,
10,Obfelden,2021-09-30,,
10,Obfelden,2021-10-31,,
10,Obfelden,2021-11-30,,
10,Obfelden,2021-12-31,,
10,Obfelden,2022-01-31,,
10,Obfelden,2022-02-28,,
10,Obfelden,2022-03-31,,
10,Obfelden,2022-04-30,,
10,Obfelden,2022-05-31,,
10,Obfelden,2022-06-30,,
10,Obfelden,2022-07-31,,
10,Obfelden,2022-08-31,,
10,Obfelden,2022-09-30,,
10,Obfelden,2022-10-31,,
10,Obfelden,2022-11-30,,
10,Obfelden,2022-12-31,,
10,Obfelden,2023-01-31,,
10,Obfelden,2023-02-28,,
10,Obfelden,2023-03-31,,
10,Obfelden,2023-04-30,,
10,Obfelden,2023-05-31,3.5612,2.1993
10,Obfelden,2023-06-30,3.5554,2.1919
10,Obfelden,2023-07-31,3.5465,2.1813
10,Obfelden,2023-08-31,3.4896,2.0696
10,Obfelden,2023-09-30,3.5956,2.1013
10,Obfelden,2023-10-31,3.5988,2.0978
10,Obfelden,2023-11-30,3.5978,2.0919
10,Obfelden,2023-12-31,3.5966,2.0859
10,Obfelden,2024-01-31,3.5963,2.0842
10,Obfelden,2024-02-29,3.6132,2.0894
10,Obfelden,2024-03-31,3.6132,2.0894
10,Obfelden,2024-04-30,3.6926,2.1323
10,Obfelden,2024-05-31,3.6856,2.1231
10,Obfelden,2024-06-30,3.6912,2.1238
10,Obfelden,2024-07-31,3.6912,2.1238
10,Obfelden,2024-08-31,3.6062,2.1241
10,Obfelden,2024-09-30,3.7822,2.1388
10,Obfelden,2024-10-31,3.7841,2.1372
10,Obfelden,2024-11-30,3.8034,2.1435
10,Obfelden,2024-12-31,3.825,2.1496
10,Obfelden,2025-01-31,3.9828,2.1564
10,Obfelden,2025-02-28,3.5389,1.9135
10,Obfelden,2025-03-31,3.4902,1.9015
10,Obfelden,2025-04-30,3.5372,1.8972
10,Obfelden,2025-05-31,3.4766,1.8967
10,Obfelden,2025-06-30,3.4357,1.8816
10,Obfelden,2025-07-31,3.508,1.8688
10,Obfelden,2025-08-31,3.3748,1.8445
10,Obfelden,2025-09-30,3.4274,1.8406
10,Obfelden,2025-10-31,3.4452,1.8661
11,Ottenbach,2021-03-31,,
11,Ottenbach,2021-04-30,,
11,Ottenbach,2021-05-31,,
11,Ottenbach,2021-06-30,,
11,Ottenbach,2021-07-31,,
11,Ottenbach,2021-08-31,,
11,Ottenbach,2021-09-30,,
11,Ottenbach,2021-10-31,,
11,Ottenbach,2021-11-30,,
11,Ottenbach,2021-12-31,,
11,Ottenbach,2022-01-31,,
11,Ottenbach,2022-02-28,,
11,Ottenbach,2022-03-31,,
11,Ottenbach,2022-04-30,,
11,Ottenbach,2022-05-31,,
11,Ottenbach,2022-06-30,,
11,Ottenbach,2022-07-31,,
11,Ottenbach,2022-08-31,,
11,Ottenbach,2022-09-30,,
11,Ottenbach,2022-10-31,,
11,Ottenbach,2022-11-30,,
11,Ottenbach,2022-12-31,,
11,Ottenbach,2023-01-31,,
11,Ottenbach,2023-02-28,,
11,Ottenbach,2023-03-31,,
11,Ottenbach,2023-04-30,,
11,Ottenbach,2023-05-31,4.8433,3.0586
11,Ottenbach,2023-06-30,4.8267,3.0452
11,Ottenbach,2023-07-31,4.8076,3.0297
11,Ottenbach,2023-08-31,4.7116,2.8719
11,Ottenbach,2023-09-30,4.8408,2.8627
11,Ottenbach,2023-10-31,4.8479,2.868
11,Ottenbach,2023-11-30,4.8397,2.8599
11,Ottenbach,2023-12-31,4.8313,2.8514
11,Ottenbach,2024-01-31,4.8249,2.8493
11,Ottenbach,2024-02-29,4.8405,2.856
11,Ottenbach,2024-03-31,4.8405,2.856
11,Ottenbach,2024-04-30,4.5568,2.6897
11,Ottenbach,2024-05-31,4.5362,2.6804
11,Ottenbach,2024-06-30,4.5295,2.6804
11,Ottenbach,2024-07-31,4.5295,2.6804
11,Ottenbach,2024-08-31,4.49,2.7213
11,Ottenbach,2024-09-30,4.578,2.7176
11,Ottenbach,2024-10-31,4.6116,2.7608
11,Ottenbach,2024-11-30,4.6079,2.7565
11,Ottenbach,2024-12-31,4.6415,2.7867
11,Ottenbach,2025-01-31,4.5843,2.7439
11,Ottenbach,2025-02-28,4.0693,2.4392
11,Ottenbach,2025-03-31,3.9713,2.3796
