bfs_nr,municipality,energyreporter_date,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita
225,Rickenbach (ZH),2025-07-31,3.1113,1.9048
225,Rickenbach (ZH),2025-08-31,3.0655,1.881
225,Rickenbach (ZH),2025-09-30,3.0679,1.8827
225,Rickenbach (ZH),2025-10-31,3.1446,1.9177
226,Schlatt (ZH),2021-03-31,,
226,Schlatt (ZH),2021-04-30,,
226,Schlatt (ZH),2021-05-31,,
226,Schlatt (ZH),2021-06-30,,
226,Schlatt (ZH),2021-07-31,,
226,Schlatt (ZH),2021-08-31,,
226,Schlatt (ZH),2021-09-30,,
226,Schlatt (ZH),2021-10-31,,
226,Schlatt (ZH),2021-11-30,,
226,Schlatt (ZH),2021-12-31,,
226,Schlatt (ZH),2022-01-31,,
226,Schlatt (ZH),2022-02-28,,
226,Schlatt (ZH),2022-03-31,,
226,Schlatt (ZH),2022-04-30,,
226,Schlatt (ZH),2022-05-31,,
226,Schlatt (ZH),2022-06-30,,
226,Schlatt (ZH),2022-07-31,,
226,Schlatt (ZH),2022-08-31,,
226,Schlatt (ZH),2022-09-30,,
226,Schlatt (ZH),2022-10-31,,
226,Schlatt (ZH),2022-11-30,,
226,Schlatt (ZH),2022-12-31,,
226,Schlatt (ZH),2023-01-31,,
226,Schlatt (ZH),2023-02-28,,
226,Schlatt (ZH),2023-03-31,,
226,Schlatt (ZH),2023-04-30,,
226,Schlatt (ZH),2023-05-31,4.0326,2.9952
226,Schlatt (ZH),2023-06-30,4.0084,2.976
226,Schlatt (ZH),2023-07-31,3.9842,2.9556
226,Schlatt (ZH),2023-08-31,3.8414,2.7823
226,Schlatt (ZH),2023-09-30,3.8363,2.7912
226,Schlatt (ZH),2023-10-31,3.8249,2.7798
226,Schlatt (ZH),2023-11-30,3.8172,2.7747
226,Schlatt (ZH),2023-12-31,3.8096,2.7683
226,Schlatt (ZH),2024-01-31,3.8287,2.79
226,Schlatt (ZH),2024-02-29,3.8453,2.804
226,Schlatt (ZH),2024-03-31,3.8453,2.804
226,Schlatt (ZH),2024-04-30,4.0279,2.9377
226,Schlatt (ZH),2024-05-31,4.0199,2.9271
226,Schlatt (ZH),2024-06-30,4.0318,2.935
226,Schlatt (ZH),2024-07-31,4.0318,2.935
226,Schlatt (ZH),2024-08-31,3.8873,2.8448
226,Schlatt (ZH),2024-09-30,3.9841,2.8249
226,Schlatt (ZH),2024-10-31,3.9801,2.8183
226,Schlatt (ZH),2024-11-30,3.9973,2.8263
226,Schlatt (ZH),2024-12-31,4.0186,2.8355
226,Schlatt (ZH),2025-01-31,4.0093,2.8448
226,Schlatt (ZH),2025-02-28,3.5597,2.5186
226,Schlatt (ZH),2025-03-31,3.5702,2.5283
226,Schlatt (ZH),2025-04-30,3.5177,2.4922
226,Schlatt (ZH),2025-05-31,3.5308,2.5078
226,Schlatt (ZH),2025-06-30,3.5021,2.487
226,Schlatt (ZH),2025-07-31,3.4982,2.4648
226,Schlatt (ZH),2025-08-31,3.4499,2.4439
226,Schlatt (ZH),2025-09-30,3.4577,2.4517
226,Schlatt (ZH),2025-10-31,3.4773,2.487
227,Seuzach,2021-03-31,,
227,Seuzach,2021-04-30,,
227,Seuzach,2021-05-31,,
227,Seuzach,2021-06-30,,
227,Seuzach,2021-07-31,,
227,Seuzach,2021-08-31,,
227,Seuzach,2021-09-30,,
227,Seuzach,2021-10-31,,
227,Seuzach,2021-11-30,,
227,Seuzach,2021-12-31,,
227,Seuzach,2022-01-31,,
227,Seuzach,2022-02-28,,
227,Seuzach,2022-03-31,,
227,Seuzach,2022-04-30,,
227,Seuzach,2022-05-31,,
227,Seuzach,2022-06-30,,
227,Seuzach,2022-07-31,,
227,Seuzach,2022-08-31,,
227,Seuzach,2022-09-30,,
227,Seuzach,2022-10-31,,
227,Seuzach,2022-11-30,,
227,Seuzach,2022-12-31,,
227,Seuzach,2023-01-31,,
227,Seuzach,2023-02-28,,
227,Seuzach,2023-03-31,,
227,Seuzach,2023-04-30,,
227,Seuzach,2023-05-31,3.9385,2.1641
227,Seuzach,2023-06-30,3.9145,2.1559
227,Seuzach,2023-07-31,3.9027,2.16
227,Seuzach,2023-08-31,3.8635,2.0597
227,Seuzach,2023-09-30,3.8348,2.0461
227,Seuzach,2023-10-31,3.8187,2.0403
227,Seuzach,2023-11-30,3.8004,2.0345
227,Seuzach,2023-12-31,3.782,2.0288
227,Seuzach,2024-01-31,3.7744,2.0358
227,Seuzach,2024-02-29,3.7762,2.0425
227,Seuzach,2024-03-31,3.7762,2.0425
227,Seuzach,2024-04-30,3.7468,2.03
227,Seuzach,2024-05-31,3.7399,2.0306
227,Seuzach,2024-06-30,3.7365,2.0301
227,Seuzach,2024-07-31,3.7365,2.0301
227,Seuzach,2024-08-31,3.5925,1.9617
227,Seuzach,2024-09-30,3.7074,1.9592
227,Seuzach,2024-10-31,3.6985,1.9559
227,Seuzach,2024-11-30,3.7013,1.9547
227,Seuzach,2024-12-31,3.7215,1.9689
227,Seuzach,2025-01-31,3.6815,1.9577
227,Seuzach,2025-02-28,3.2654,1.7359
227,Seuzach,2025-03-31,3.2338,1.7186
227,Seuzach,2025-04-30,3.1914,1.696
227,Seuzach,2025-05-31,3.1402,1.7016
227,Seuzach,2025-06-30,3.1217,1.6906
227,Seuzach,2025-07-31,3.1399,1.6756
227,Seuzach,2025-08-31,3.1154,1.6567
227,Seuzach,2025-09-30,3.1168,1.6572
227,Seuzach,2025-10-31,3.1796,1.6906
228,Turbenthal,2021-03-31,,
228,Turbenthal,2021-04-30,,
228,Turbenthal,2021-05-31,,
228,Turbenthal,2021-06-30,,
228,Turbenthal,2021-07-31,,
228,Turbenthal,2021-08-31,,
228,Turbenthal,2021-09-30,,
228,Turbenthal,2021-10-31,,
228,Turbenthal,2021-11-30,,
228,Turbenthal,2021-12-31,,
228,Turbenthal,2022-01-31,,
228,Turbenthal,2022-02-28,,
228,Turbenthal,2022-03-31,,
228,Turbenthal,2022-04-30,,
228,Turbenthal,2022-05-31,,
228,Turbenthal,2022-06-30,,
228,Turbenthal,2022-07-31,,
228,Turbenthal,2022-08-31,,
228,Turbenthal,2022-09-30,,
228,Turbenthal,2022-10-31,,
228,Turbenthal,2022-11-30,,
228,Turbenthal,2022-12-31,,
228,Turbenthal,2023-01-31,,
228,Turbenthal,2023-02-28,,
228,Turbenthal,2023-03-31,,
228,Turbenthal,2023-04-30,,
228,Turbenthal,2023-05-31,4.0726,2.2022
228,Turbenthal,2023-06-30,4.063,2.1974
228,Turbenthal,2023-07-31,4.053,2.1945
228,Turbenthal,2023-08-31,3.9786,2.0787
228,Turbenthal,2023-09-30,3.9168,2.0773
228,Turbenthal,2023-10-31,3.9178,2.0775
228,Turbenthal,2023-11-30,3.9103,2.0723
228,Turbenthal,2023-12-31,3.9026,2.0669
228,Turbenthal,2024-01-31,3.8976,2.0692
228,Turbenthal,2024-02-29,3.9093,2.0748
228,Turbenthal,2024-03-31,3.9093,2.0748
228,Turbenthal,2024-04-30,3.9867,2.1056
228,Turbenthal,2024-05-31,3.9841,2.0993
228,Turbenthal,2024-06-30,4.0093,2.1171
228,Turbenthal,2024-07-31,4.0093,2.1171
228,Turbenthal,2024-08-31,3.9822,2.1362
228,Turbenthal,2024-09-30,4.0827,2.1438
228,Turbenthal,2024-10-31,4.0879,2.1438
228,Turbenthal,2024-11-30,4.1172,2.1571
228,Turbenthal,2024-12-31,4.1592,2.1801
228,Turbenthal,2025-01-31,4.1687,2.169
228,Turbenthal,2025-02-28,3.7212,1.9369
228,Turbenthal,2025-03-31,3.6957,1.9256
228,Turbenthal,2025-04-30,3.5927,1.8729
228,Turbenthal,2025-05-31,3.5987,1.8541
228,Turbenthal,2025-06-30,3.555,1.8239
228,Turbenthal,2025-07-31,3.5715,1.8061
228,Turbenthal,2025-08-31,3.558,1.8031
228,Turbenthal,2025-09-30,3.5597,1.804
228,Turbenthal,2025-10-31,3.573,1.8228
230,Winterthur,2021-03-31,,
230,Winterthur,2021-04-30,,
230,Winterthur,2021-05-31,,
230,Winterthur,2021-06-30,,
230,Winterthur,2021-07-31,,
230,Winterthur,2021-08-31,,
230,Winterthur,2021-09-30,,
230,Winterthur,2021-10-31,,
230,Winterthur,2021-11-30,,
230,Winterthur,2021-12-31,,
230,Winterthur,2022-01-31,,
230,Winterthur,2022-02-28,,
230,Winterthur,2022-03-31,,
230,Winterthur,2022-04-30,,
230,Winterthur,2022-05-31,,
230,Winterthur,2022-06-30,,
230,Winterthur,2022-07-31,,
230,Winterthur,2022-08-31,,
230,Winterthur,2022-09-30,,
230,Winterthur,2022-10-31,,
230,Winterthur,2022-11-30,,
230,Winterthur,2022-12-31,,
230,Winterthur,2023-01-31,,
230,Winterthur,2023-02-28,,
230,Winterthur,2023-03-31,,
230,Winterthur,2023-04-30,,
230,Winterthur,2023-05-31,4.4943,1.4294
230,Winterthur,2023-06-30,4.4748,1.4248
230,Winterthur,2023-07-31,4.4554,1.4202
230,Winterthur,2023-08-31,4.4647,1.3884
230,Winterthur,2023-09-30,4.4074,1.39
230,Winterthur,2023-10-31,4.392,1.3834
230,Winterthur,2023-11-30,4.3845,1.3813
230,Winterthur,2023-12-31,4.3771,1.3792
230,Winterthur,2024-01-31,4.3531,1.3696
230,Winterthur,2024-02-29,4.3617,1.3734
230,Winterthur,2024-03-31,4.3617,1.3734
230,Winterthur,2024-04-30,4.2966,1.3575
230,Winterthur,2024-05-31,4.2812,1.3578
230,Winterthur,2024-06-30,4.2831,1.3565
230,Winterthur,2024-07-31,4.2831,1.3565
230,Winterthur,2024-08-31,4.2214,1.3074
230,Winterthur,2024-09-30,4.2112,1.3102
230,Winterthur,2024-10-31,4.207,1.3104
230,Winterthur,2024-11-30,4.217,1.3156
230,Winterthur,2024-12-31,4.23,1.3201
230,Winterthur,2025-01-31,4.2069,1.3108
230,Winterthur,2025-02-28,3.7346,1.1621
230,Winterthur,2025-03-31,3.6908,1.1508
230,Winterthur,2025-04-30,3.6515,1.1389
230,Winterthur,2025-05-31,3.6448,1.143
230,Winterthur,2025-06-30,3.6196,1.1355
230,Winterthur,2025-07-31,3.5802,1.1256
230,Winterthur,2025-08-31,3.605,1.1104
230,Winterthur,2025-09-30,3.6077,1.112
230,Winterthur,2025-10-31,3.6258,1.1299
231,Zell (ZH),2021-03-31,,
231,Zell (ZH),2021-04-30,,
231,Zell (ZH),2021-05-31,,
231,Zell (ZH),2021-06-30,,
231,Zell (ZH),2021-07-31,,
231,Zell (ZH),2021-08-31,,
231,Zell (ZH),2021-09-30,,
231,Zell (ZH),2021-10-31,,
231,Zell (ZH),2021-11-30,,
231,Zell (ZH),2021-12-31,,
231,Zell (ZH),2022-01-31,,
231,Zell (ZH),2022-02-28,,
231,Zell (ZH),2022-03-31,,
231,Zell (ZH),2022-04-30,,
231,Zell (ZH),2022-05-31,,
231,Zell (ZH),2022-06-30,,
231,Zell (ZH),2022-07-31,,
231,Zell (ZH),2022-08-31,,
231,Zell (ZH),2022-09-30,,
231,Zell (ZH),2022-10-31,,
231,Zell (ZH),2022-11-30,,
231,Zell (ZH),2022-12-31,,
231,Zell (ZH),2023-01-31,,
231,Zell (ZH),2023-02-28,,
231,Zell (ZH),2023-03-31,,
231,Zell (ZH),2023-04-30,,
231,Zell (ZH),2023-05-31,3.3267,1.8846
231,Zell (ZH),2023-06-30,3.3147,1.8783
231,Zell (ZH),2023-07-31,3.3041,1.8732
231,Zell (ZH),2023-08-31,3.2501,1.7889
231,Zell (ZH),2023-09-30,3.2852,1.8032
231,Zell (ZH),2023-10-31,3.284,1.8029
231,Zell (ZH),2023-11-30,3.282,1.804
231,Zell (ZH),2023-12-31,3.2801,1.8049
231,Zell (ZH),2024-01-31,3.2761,1.8123
231,Zell (ZH),2024-02-29,3.2835,1.8164
231,Zell (ZH),2024-03-31,3.2835,1.8164
231,Zell (ZH),2024-04-30,3.2863,1.8141
231,Zell (ZH),2024-05-31,3.2717,1.8001
231,Zell (ZH),2024-06-30,3.2734,1.7989
231,Zell (ZH),2024-07-31,3.2734,1.7989
231,Zell (ZH),2024-08-31,3.2118,1.8109
231,Zell (ZH),2024-09-30,3.3195,1.8104
231,Zell (ZH),2024-10-31,3.3235,1.8091
231,Zell (ZH),2024-11-30,3.3318,1.8128
231,Zell (ZH),2024-12-31,3.3561,1.8257
231,Zell (ZH),2025-01-31,3.3366,1.8196
231,Zell (ZH),2025-02-28,2.9651,1.6141
231,Zell (ZH),2025-03-31,2.9199,1.5897
231,Zell (ZH),2025-04-30,2.8901,1.5764
231,Zell (ZH),2025-05-31,2.893,1.583
231,Zell (ZH),2025-06-30,2.8764,1.5736
231,Zell (ZH),2025-07-31,2.8504,1.5596
231,Zell (ZH),2025-08-31,2.81,1.5393
231,Zell (ZH),2025-09-30,2.821,1.5436
231,Zell (ZH),2025-10-31,2.7987,1.5681
241,Aesch (ZH),2021-03-31,,
241,Aesch (ZH),2021-04-30,,
241,Aesch (ZH),2021-05-31,,
241,Aesch (ZH),2021-06-30,,
241,Aesch (ZH),2021-07-31,,
241,Aesch (ZH),2021-08-31,,
241,Aesch (ZH),2021-09-30,,
241,Aesch (ZH),2021-10-31,,
241,Aesch (ZH),2021-11-30,,
241,Aesch (ZH),2021-12-31,,
241,Aesch (ZH),2022-01-31,,
241,Aesch (ZH),2022-02-28,,
241,Aesch (ZH),2022-03-31,,
241,Aesch (ZH),2022-04-30,,
241,Aesch (ZH),2022-05-31,,
241,Aesch (ZH),2022-06-30,,
241,Aesch (ZH),2022-07-31,,
241,Aesch (ZH),2022-08-31,,
241,Aesch (ZH),2022-09-30,,
241,Aesch (ZH),2022-10-31,,
241,Aesch (ZH),2022-11-30,,
241,Aesch (ZH),2022-12-31,,
241,Aesch (ZH),2023-01-31,,
241,Aesch (ZH),2023-02-28,,
241,Aesch (ZH),2023-03-31,,
241,Aesch (ZH),2023-04-30,,
241,Aesch (ZH),2023-05-31,3.3637,2.0258
241,Aesch (ZH),2023-06-30,3.3519,2.0177
241,Aesch (ZH),2023-07-31,3.3412,2.0107
241,Aesch (ZH),2023-08-31,3.2951,1.9131
241,Aesch (ZH),2023-09-30,3.1969,1.9136
241,Aesch (ZH),2023-10-31,3.1942,1.9099
241,Aesch (ZH),2023-11-30,3.1947,1.9109
241,Aesch (ZH),2023-12-31,3.1953,1.9115
241,Aesch (ZH),2024-01-31,3.1883,1.9072
241,Aesch (ZH),2024-02-29,3.3117,2.0247
241,Aesch (ZH),2024-03-31,3.3117,2.0247
241,Aesch (ZH),2024-04-30,3.5034,2.1802
241,Aesch (ZH),2024-05-31,3.4635,2.1721
241,Aesch (ZH),2024-06-30,3.4387,2.1738
241,Aesch (ZH),2024-07-31,3.4387,2.1738
241,Aesch (ZH),2024-08-31,3.3925,2.1761
241,Aesch (ZH),2024-09-30,3.3676,2.1582
241,Aesch (ZH),2024-10-31,3.326,2.1495
241,Aesch (ZH),2024-11-30,3.3121,2.1623
241,Aesch (ZH),2024-12-31,3.3179,2.1923
241,Aesch (ZH),2025-01-31,3.2705,2.1755
241,Aesch (ZH),2025-02-28,2.8684,1.9271
241,Aesch (ZH),2025-03-31,2.8257,1.899
241,Aesch (ZH),2025-04-30,2.9254,1.9713
241,Aesch (ZH),2025-05-31,3.0994,1.9759
241,Aesch (ZH),2025-06-30,3.1309,1.959
241,Aesch (ZH),2025-07-31,3.2319,1.945
241,Aesch (ZH),2025-08-31,3.2582,1.9193
241,Aesch (ZH),2025-09-30,3.2576,1.9181
241,Aesch (ZH),2025-10-31,3.5361,1.9421
242,Birmensdorf (ZH),2021-03-31,,
242,Birmensdorf (ZH),2021-04-30,,
242,Birmensdorf (ZH),2021-05-31,,
242,Birmensdorf (ZH),2021-06-30,,
242,Birmensdorf (ZH),2021-07-31,,
242,Birmensdorf (ZH),2021-08-31,,
242,Birmensdorf (ZH),2021-09-30,,
242,Birmensdorf (ZH),2021-10-31,,
242,Birmensdorf (ZH),2021-11-30,,
242,Birmensdorf (ZH),2021-12-31,,
242,Birmensdorf (ZH),2022-01-31,,
242,Birmensdorf (ZH),2022-02-28,,
242,Birmensdorf (ZH),2022-03-31,,
242,Birmensdorf (ZH),2022-04-30,,
242,Birmensdorf (ZH),2022-05-31,,
242,Birmensdorf (ZH),2022-06-30,,
242,Birmensdorf (ZH),2022-07-31,,
242,Birmensdorf (ZH),2022-08-31,,
242,Birmensdorf (ZH),2022-09-30,,
242,Birmensdorf (ZH),2022-10-31,,
242,Birmensdorf (ZH),2022-11-30,,
242,Birmensdorf (ZH),2022-12-31,,
242,Birmensdorf (ZH),2023-01-31,,
242,Birmensdorf (ZH),2023-02-28,,
242,Birmensdorf (ZH),2023-03-31,,
242,Birmensdorf (ZH),2023-04-30,,
242,Birmensdorf (ZH),2023-05-31,4.108,1.6876
242,Birmensdorf (ZH),2023-06-30,4.0878,1.6771
242,Birmensdorf (ZH),2023-07-31,4.0687,1.6674
242,Birmensdorf (ZH),2023-08-31,4.056,1.6032
242,Birmensdorf (ZH),2023-09-30,3.9742,1.6028
242,Birmensdorf (ZH),2023-10-31,3.9569,1.5873
242,Birmensdorf (ZH),2023-11-30,3.9453,1.5809
242,Birmensdorf (ZH),2023-12-31,3.9337,1.5744
242,Birmensdorf (ZH),2024-01-31,3.937,1.5864
242,Birmensdorf (ZH),2024-02-29,3.945,1.5893
242,Birmensdorf (ZH),2024-03-31,3.945,1.5893
242,Birmensdorf (ZH),2024-04-30,3.8968,1.5707
242,Birmensdorf (ZH),2024-05-31,3.8743,1.5622
242,Birmensdorf (ZH),2024-06-30,3.8747,1.561
242,Birmensdorf (ZH),2024-07-31,3.8747,1.561
242,Birmensdorf (ZH),2024-08-31,3.7666,1.5618
242,Birmensdorf (ZH),2024-09-30,3.8971,1.5617
242,Birmensdorf (ZH),2024-10-31,3.8877,1.5598
242,Birmensdorf (ZH),2024-11-30,3.9055,1.5722
242,Birmensdorf (ZH),2024-12-31,3.9257,1.5841
242,Birmensdorf (ZH),2025-01-31,3.9574,1.5835
242,Birmensdorf (ZH),2025-02-28,3.516,1.4092
242,Birmensdorf (ZH),2025-03-31,3.4403,1.3774
242,Birmensdorf (ZH),2025-04-30,3.413,1.3704
242,Birmensdorf (ZH),2025-05-31,3.3488,1.3759
242,Birmensdorf (ZH),2025-06-30,3.3244,1.3691
242,Birmensdorf (ZH),2025-07-31,3.3447,1.3671
242,Birmensdorf (ZH),2025-08-31,3.3147,1.3519
242,Birmensdorf (ZH),2025-09-30,3.3112,1.3473
242,Birmensdorf (ZH),2025-10-31,3.3178,1.3991
243,Dietikon,2021-03-31,,
243,Dietikon,2021-04-30,,
243,Dietikon,2021-05-31,,
243,Dietikon,2021-06-30,,
243,Dietikon,2021-07-31,,
243,Dietikon,2021-08-31,,
243,Dietikon,2021-09-30,,
243,Dietikon,2021-10-31,,
243,Dietikon,2021-11-30,,
243,Dietikon,2021-12-31,,
243,Dietikon,2022-01-31,,
243,Dietikon,2022-02-28,,
243,Dietikon,2022-03-31,,
243,Dietikon,2022-04-30,,
243,Dietikon,2022-05-31,,
243,Dietikon,2022-06-30,,
243,Dietikon,2022-07-31,,
243,Dietikon,2022-08-31,,
243,Dietikon,2022-09-30,,
243,Dietikon,2022-10-31,,
243,Dietikon,2022-11-30,,
243,Dietikon,2022-12-31,,
243,Dietikon,2023-01-31,,
243,Dietikon,2023-02-28,,
243,Dietikon,2023-03-31,,
243,Dietikon,2023-04-30,,
243,Dietikon,2023-05-31,4.5525,1.1487
243,Dietikon,2023-06-30,4.5303,1.1438
243,Dietikon,2023-07-31,4.5063,1.1371
243,Dietikon,2023-08-31,4.4877,1.0842
243,Dietikon,2023-09-30,4.4261,1.0866
243,Dietikon,2023-10-31,4.4277,1.0924
243,Dietikon,2023-11-30,4.4164,1.0903
243,Dietikon,2023-12-31,4.4052,1.0881
243,Dietikon,2024-01-31,4.4606,1.0849
243,Dietikon,2024-02-29,4.4505,1.0864
243,Dietikon,2024-03-31,4.4505,1.0864
243,Dietikon,2024-04-30,4.4667,1.093
243,Dietikon,2024-05-31,4.4493,1.0879
243,Dietikon,2024-06-30,4.4472,1.0874
243,Dietikon,2024-07-31,4.4472,1.0874
243,Dietikon,2024-08-31,4.4749,1.0976
243,Dietikon,2024-09-30,4.4891,1.0969
243,Dietikon,2024-10-31,4.4954,1.1117
243,Dietikon,2024-11-30,4.505,1.1135
243,Dietikon,2024-12-31,4.5215,1.1173
243,Dietikon,2025-01-31,4.5342,1.1146
243,Dietikon,2025-02-28,4.014,0.9757
243,Dietikon,2025-03-31,3.9838,0.968
243,Dietikon,2025-04-30,4.0535,0.9862
243,Dietikon,2025-05-31,3.9934,0.992
243,Dietikon,2025-06-30,3.9659,0.9843
243,Dietikon,2025-07-31,3.924,0.9749
243,Dietikon,2025-08-31,3.8952,0.9621
243,Dietikon,2025-09-30,3.897,0.962
243,Dietikon,2025-10-31,3.9184,0.9804
244,Geroldswil,2021-03-31,,
244,Geroldswil,2021-04-30,,
244,Geroldswil,2021-05-31,,
244,Geroldswil,2021-06-30,,
244,Geroldswil,2021-07-31,,
244,Geroldswil,2021-08-31,,
244,Geroldswil,2021-09-30,,
244,Geroldswil,2021-10-31,,
244,Geroldswil,2021-11-30,,
244,Geroldswil,2021-12-31,,
244,Geroldswil,2022-01-31,,
244,Geroldswil,2022-02-28,,
244,Geroldswil,2022-03-31,,
244,Geroldswil,2022-04-30,,
244,Geroldswil,2022-05-31,,
244,Geroldswil,2022-06-30,,
244,Geroldswil,2022-07-31,,
244,Geroldswil,2022-08-31,,
244,Geroldswil,2022-09-30,,
244,Geroldswil,2022-10-31,,
244,Geroldswil,2022-11-30,,
244,Geroldswil,2022-12-31,,
244,Geroldswil,2023-01-31,,
244,Geroldswil,2023-02-28,,
244,Geroldswil,2023-03-31,,
244,Geroldswil,2023-04-30,,
244,Geroldswil,2023-05-31,4.8643,1.4208
244,Geroldswil,2023-06-30,4.8466,1.4187
244,Geroldswil,2023-07-31,4.8192,1.4066
244,Geroldswil,2023-08-31,4.7799,1.3433
244,Geroldswil,2023-09-30,4.5602,1.3402
244,Geroldswil,2023-10-31,4.6092,1.3513
244,Geroldswil,2023-11-30,4.5972,1.348
244,Geroldswil,2023-12-31,4.5852,1.3448
244,Geroldswil,2024-01-31,4.5691,1.3429
244,Geroldswil,2024-02-29,4.5778,1.3461
244,Geroldswil,2024-03-31,4.5778,1.3461
244,Geroldswil,2024-04-30,4.4152,1.307
244,Geroldswil,2024-05-31,4.4006,1.3042
244,Geroldswil,2024-06-30,4.4368,1.3038
244,Geroldswil,2024-07-31,4.4368,1.3038
244,Geroldswil,2024-08-31,4.4036,1.3053
244,Geroldswil,2024-09-30,4.3931,1.2976
244,Geroldswil,2024-10-31,4.4222,1.2948
244,Geroldswil,2024-11-30,4.435,1.3016
244,Geroldswil,2024-12-31,4.4592,1.316
244,Geroldswil,2025-01-31,4.4023,1.3074
244,Geroldswil,2025-02-28,3.9028,1.1579
244,Geroldswil,2025-03-31,3.8372,1.1483
244,Geroldswil,2025-04-30,3.8602,1.1509
244,Geroldswil,2025-05-31,3.905,1.1511
244,Geroldswil,2025-06-30,3.8917,1.1413
244,Geroldswil,2025-07-31,3.9153,1.1313
244,Geroldswil,2025-08-31,3.7818,1.1175
244,Geroldswil,2025-09-30,3.7476,1.1192
244,Geroldswil,2025-10-31,3.862,1.1426
245,Oberengstringen,2021-03-31,,
245,Oberengstringen,2021-04-30,,
245,Oberengstringen,2021-05-31,,
245,Oberengstringen,2021-06-30,,
245,Oberengstringen,2021-07-31,,
245,Oberengstringen,2021-08-31,,
245,Oberengstringen,2021-09-30,,
245,Oberengstringen,2021-10-31,,
245,Oberengstringen,2021-11-30,,
245,Oberengstringen,2021-12-31,,
245,Oberengstringen,2022-01-31,,
245,Oberengstringen,2022-02-28,,
245,Oberengstringen,2022-03-31,,
245,Oberengstringen,2022-04-30,,
245,Oberengstringen,2022-05-31,,
245,Oberengstringen,2022-06-30,,
245,Oberengstringen,2022-07-31,,
245,Oberengstringen,2022-08-31,,
245,Oberengstringen,2022-09-30,,
245,Oberengstringen,2022-10-31,,
245,Oberengstringen,2022-11-30,,
245,Oberengstringen,2022-12-31,,
245,Oberengstringen,2023-01-31,,
245,Oberengstringen,2023-02-28,,
245,Oberengstringen,2023-03-31,,
245,Oberengstringen,2023-04-30,,
245,Oberengstringen,2023-05-31,2.1411,1.1555
245,Oberengstringen,2023-06-30,2.1336,1.1524
245,Oberengstringen,2023-07-31,2.1238,1.147
245,Oberengstringen,2023-08-31,2.0834,1.0878
245,Oberengstringen,2023-09-30,2.0986,1.1035
245,Oberengstringen,2023-10-31,2.0888,1.0949
245,Oberengstringen,2023-11-30,2.0836,1.0921
245,Oberengstringen,2023-12-31,2.0783,1.0892
245,Oberengstringen,2024-01-31,2.0683,1.0835
245,Oberengstringen,2024-02-29,2.073,1.0862
245,Oberengstringen,2024-03-31,2.073,1.0862
245,Oberengstringen,2024-04-30,2.0805,1.0975
245,Oberengstringen,2024-05-31,2.0701,1.0898
245,Oberengstringen,2024-06-30,2.0706,1.0901
245,Oberengstringen,2024-07-31,2.0706,1.0901
245,Oberengstringen,2024-08-31,2.0574,1.0953
245,Oberengstringen,2024-09-30,2.0979,1.0923
245,Oberengstringen,2024-10-31,2.1176,1.1135
245,Oberengstringen,2024-11-30,2.128,1.1202
245,Oberengstringen,2024-12-31,2.1436,1.1304
245,Oberengstringen,2025-01-31,2.1278,1.1275
245,Oberengstringen,2025-02-28,1.8901,1.0012
245,Oberengstringen,2025-03-31,1.881,0.9962
245,Oberengstringen,2025-04-30,1.9198,1.0174
245,Oberengstringen,2025-05-31,1.8524,1.0203
245,Oberengstringen,2025-06-30,1.8371,1.0079
245,Oberengstringen,2025-07-31,1.827,0.9997
245,Oberengstringen,2025-08-31,1.8062,0.985
245,Oberengstringen,2025-09-30,1.8032,0.9815
245,Oberengstringen,2025-10-31,1.8414,0.9963
246,Oetwil an der Limmat,2021-03-31,,
246,Oetwil an der Limmat,2021-04-30,,
246,Oetwil an der Limmat,2021-05-31,,
246,Oetwil an der Limmat,2021-06-30,,
246,Oetwil an der Limmat,2021-07-31,,
246,Oetwil an der Limmat,2021-08-31,,
246,Oetwil an der Limmat,2021-09-30,,
246,Oetwil an der Limmat,2021-10-31,,
246,Oetwil an der Limmat,2021-11-30,,
246,Oetwil an der Limmat,2021-12-31,,
246,Oetwil an der Limmat,2022-01-31,,
246,Oetwil an der Limmat,2022-02-28,,
246,Oetwil an der Limmat,2022-03-31,,
246,Oetwil an der Limmat,2022-04-30,,
246,Oetwil an der Limmat,2022-05-31,,
246,Oetwil an der Limmat,2022-06-30,,
246,Oetwil an der Limmat,2022-07-31,,
246,Oetwil an der Limmat,2022-08-31,,
246,Oetwil an der Limmat,2022-09-30,,
246,Oetwil an der Limmat,2022-10-31,,
246,Oetwil an der Limmat,2022-11-30,,
246,Oetwil an der Limmat,2022-12-31,,
246,Oetwil an der Limmat,2023-01-31,,
246,Oetwil an der Limmat,2023-02-28,,
246,Oetwil an der Limmat,2023-03-31,,
246,Oetwil an der Limmat,2023-04-30,,
246,Oetwil an der Limmat,2023-05-31,2.6475,1.9441
246,Oetwil an der Limmat,2023-06-30,2.6367,1.9356
246,Oetwil an der Limmat,2023-07-31,2.6248,1.9256
246,Oetwil an der Limmat,2023-08-31,2.6275,1.8905
246,Oetwil an der Limmat,2023-09-30,2.6313,1.9001
246,Oetwil an der Limmat,2023-10-31,2.6221,1.8901
246,Oetwil an der Limmat,2023-11-30,2.6483,1.9171
246,Oetwil an der Limmat,2023-12-31,2.6745,1.9437
246,Oetwil an der Limmat,2024-01-31,2.6375,1.9086
