bfs_nr,metric,residual,zscore
25,capital_avg_2022,-84538.16696081753,-0.13514235796876364
26,capital_avg_2022,-178970.63026966574,-0.2861016964445017
27,capital_avg_2022,-280078.9560248249,-0.44773304053502583
28,capital_avg_2022,-110904.59674031241,-0.17729162166489132
29,capital_avg_2022,-57855.250070635346,-0.09248715930926223
31,capital_avg_2022,-217147.66827055707,-0.3471313487445668
33,capital_avg_2022,-76664.8125914844,-0.12255604680485456
34,capital_avg_2022,135607.0297334456,0.21678082710040417
35,capital_avg_2022,26078.666486641043,0.04168924650707334
37,capital_avg_2022,-237200.86360022868,-0.3791883024151626
38,capital_avg_2022,-184441.15187495784,-0.2948468492628836
39,capital_avg_2022,-251471.80059332028,-0.4020017622405211
40,capital_avg_2022,-102969.97341770248,-0.1646073662100924
41,capital_avg_2022,-150812.17648991034,-0.24108771072235619
43,capital_avg_2022,-219128.24125711387,-0.35029748438666775
51,capital_avg_2022,-128130.1246307888,-0.20482827806595377
52,capital_avg_2022,-295621.9399979549,-0.4725799893099272
53,capital_avg_2022,-345729.5224390292,-0.5526817597485929
54,capital_avg_2022,-105286.04038388864,-0.16830982111627732
55,capital_avg_2022,-227650.15597180626,-0.36392058138954003
56,capital_avg_2022,-351504.38947341184,-0.56191343788924
57,capital_avg_2022,-140136.12444458436,-0.22402101884729683
58,capital_avg_2022,-370509.831466645,-0.5922954574851289
59,capital_avg_2022,-301358.45708888373,-0.4817503613923448
60,capital_avg_2022,-301510.8760311371,-0.48199401767205535
61,capital_avg_2022,-123832.34671233222,-0.1979578683704667
62,capital_avg_2022,-160610.17738437565,-0.25675075372247014
63,capital_avg_2022,-238717.34849608177,-0.38161254878833734
64,capital_avg_2022,-820.8573358615395,-0.0013122190829581181
65,capital_avg_2022,-235281.61924810417,-0.37612020646999555
66,capital_avg_2022,-281371.5711173295,-0.4497994095826071
67,capital_avg_2022,-232845.2507546486,-0.372225438048544
68,capital_avg_2022,-420654.4310113657,-0.6724564033099166
69,capital_avg_2022,-6190.37054025993,-0.009895900296712614
70,capital_avg_2022,-320680.7707643213,-0.5126389307260164
71,capital_avg_2022,-27092.253561988007,-0.04330956254057022
72,capital_avg_2022,119038.56402013253,0.1902945475308514
81,capital_avg_2022,-108766.07835332886,-0.17387299517029908
82,capital_avg_2022,273523.784035166,0.4372539701763808
83,capital_avg_2022,-357768.0113308802,-0.5719264374334021
84,capital_avg_2022,-78248.0908274831,-0.1250870687305211
85,capital_avg_2022,-255570.76530027087,-0.4085543499726964
86,capital_avg_2022,-138296.99528795754,-0.2210809947165294
87,capital_avg_2022,-126652.75855384558,-0.2024665668720772
88,capital_avg_2022,738159.6353577462,1.1800188869229284
89,capital_avg_2022,-314171.0917272564,-0.5022325852099547
90,capital_avg_2022,-350501.1387168135,-0.5603096454513997
91,capital_avg_2022,-115881.70504576562,-0.18524800605842348
92,capital_avg_2022,-506444.01831330475,-0.809599276570047
93,capital_avg_2022,-241883.93163742847,-0.38667463527318
94,capital_avg_2022,-87069.46988931985,-0.13918888817859884
95,capital_avg_2022,-28033.66530615976,-0.0448144993933627
96,capital_avg_2022,-298588.6162498458,-0.47732250548248983
97,capital_avg_2022,-186302.68499994435,-0.29782268828319547
98,capital_avg_2022,-301847.2283339142,-0.48253170904791154
99,capital_avg_2022,-152556.04950701946,-0.24387545878932645
100,capital_avg_2022,-282023.3122491321,-0.4508412802133939
101,capital_avg_2022,-236406.5365850469,-0.37791849459120413
102,capital_avg_2022,-424918.76895882655,-0.6792733560084846
111,capital_avg_2022,-205779.6246938737,-0.3289584421193651
112,capital_avg_2022,-16559.24406911619,-0.026471537887944097
113,capital_avg_2022,-299831.5461501365,-0.47930944799087205
114,capital_avg_2022,-354812.5878260771,-0.5672019098549828
115,capital_avg_2022,-180166.17016979237,-0.2880128814980377
116,capital_avg_2022,-175742.46109565778,-0.2809411587869994
117,capital_avg_2022,-105036.14966683276,-0.16791034686752657
118,capital_avg_2022,-300773.82882199227,-0.48081577710499535
119,capital_avg_2022,-34869.65831428359,-0.05574248905043701
120,capital_avg_2022,-329554.3133771643,-0.5268241386072297
121,capital_avg_2022,-252329.02541172132,-0.40337211822803326
131,capital_avg_2022,-266947.71947975084,-0.42674150105003317
135,capital_avg_2022,1313141.4526139954,2.0991824004775737
136,capital_avg_2022,-123115.98724403093,-0.19681269913886557
137,capital_avg_2022,216424.73925537965,0.34597567746297403
138,capital_avg_2022,-136702.05356203392,-0.21853132758494856
139,capital_avg_2022,3900677.9854290625,6.235607413537329
141,capital_avg_2022,46180.26242181787,0.07382357318196107
151,capital_avg_2022,3854703.457828776,6.16211272717534
152,capital_avg_2022,1696228.3537531253,2.711583508617097
153,capital_avg_2022,-155922.52002839255,-0.2492570843987575
154,capital_avg_2022,2956245.8462626766,4.725842170016195
155,capital_avg_2022,65062.38788390579,0.10400845949007456
156,capital_avg_2022,1085754.9467307045,1.7356832890101006
157,capital_avg_2022,-277427.2576616922,-0.443494046690012
158,capital_avg_2022,347098.6995780354,0.5548705205615401
159,capital_avg_2022,212649.57149241376,0.339940710162922
160,capital_avg_2022,2237557.4451715997,3.5769499162574263
161,capital_avg_2022,1768249.3780163247,2.826716014941317
172,capital_avg_2022,-149545.70214236784,-0.23906313015967173
173,capital_avg_2022,-240396.53739459743,-0.38429689309551346
176,capital_avg_2022,33661.08377041132,0.05381046687025869
177,capital_avg_2022,-84571.83167401655,-0.1351961742376232
178,capital_avg_2022,-42914.68335664086,-0.06860323222985595
180,capital_avg_2022,-66831.00448573963,-0.10683576254746524
181,capital_avg_2022,-287817.806245466,-0.46010433393282646
182,capital_avg_2022,-171829.57876181742,-0.2746860415534474
191,capital_avg_2022,-250852.92652850552,-0.40101243276471704
192,capital_avg_2022,-43345.30186162563,-0.06929161715989114
193,capital_avg_2022,-153376.39377387916,-0.24518685768233722
194,capital_avg_2022,-54114.89229111874,-0.08650783910227254
195,capital_avg_2022,327913.7852561197,0.5242015972562349
196,capital_avg_2022,-121002.57165904046,-0.1934342018779074
197,capital_avg_2022,-229635.36874444177,-0.3670941341741423
198,capital_avg_2022,-208894.6374899475,-0.3339380884672614
199,capital_avg_2022,-176199.31563469558,-0.2816714845306711
200,capital_avg_2022,-109783.22238387412,-0.1754989973374084
211,capital_avg_2022,-294469.67173228343,-0.470737978109145
213,capital_avg_2022,94959.28224037879,0.15180150900284
214,capital_avg_2022,-233967.31521075137,-0.37401916556644665
215,capital_avg_2022,196788.2385963227,0.3145848501393806
216,capital_avg_2022,-67376.50679970393,-0.10770780025110649
218,capital_avg_2022,14547.06466187822,0.023254876354741442
219,capital_avg_2022,-176078.53190199425,-0.28147840016383013
220,capital_avg_2022,-332512.01474495314,-0.5315523075678328
221,capital_avg_2022,241456.19434941182,0.38599085624446594
223,capital_avg_2022,-155030.70446382207,-0.24783143178997594
224,capital_avg_2022,-311513.941337341,-0.49798487577786793
225,capital_avg_2022,-228146.23637359543,-0.3647136134323445
226,capital_avg_2022,-225159.52074081847,-0.35993906238982276
227,capital_avg_2022,-60516.14937549597,-0.09674086174100502
228,capital_avg_2022,-339513.60747176374,-0.5427450242383597
230,capital_avg_2022,-286187.86146112194,-0.45749871105934686
231,capital_avg_2022,-384450.72207579366,-0.6145813065499444
241,capital_avg_2022,15047.859506619046,0.024055444886210125
242,capital_avg_2022,-197454.81311067194,-0.31565043335308796
243,capital_avg_2022,-365648.30875250464,-0.5845238477314878
244,capital_avg_2022,-79435.39570755372,-0.12698508931564845
245,capital_avg_2022,-347548.9716995575,-0.5555903236802698
246,capital_avg_2022,-98405.51710651896,-0.157310645558169
247,capital_avg_2022,-279235.67691001383,-0.4463849780905894
248,capital_avg_2022,1012895.9139254992,1.6192111457569518
249,capital_avg_2022,-119630.31152041443,-0.19124051259474115
250,capital_avg_2022,-194963.1317517967,-0.3116672420177319
251,capital_avg_2022,-207787.3421149426,-0.3321679707402539
261,capital_avg_2022,-41920.81048792071,-0.06701443124411571
291,capital_avg_2022,59937.54649061954,0.09581590960399018
292,capital_avg_2022,73142.62885619659,0.11692549870689738
293,capital_avg_2022,-109152.2158246144,-0.1744902729070379
294,capital_avg_2022,-223057.95248149568,-0.3565795042138237
295,capital_avg_2022,-78564.66724363924,-0.1255931464572415
296,capital_avg_2022,-290688.87315898715,-0.4646940094193932
297,capital_avg_2022,36321.58508880198,0.05806353308250532
298,capital_avg_2022,-170698.68033079302,-0.27287819208040826
